Frequency (Hz),Absolute Amplitude (a.u.)
20343.75,0.008236572354
20367.1875,0.002974931548
20390.625,0.006752246193
20414.0625,0.006072895918
20437.5,0.008794035226
20460.9375,0.004908917664
20484.375,0.004003924603
20507.8125,0.003386276625
20531.25,0.003561360306
20554.6875,0.004327726453
20578.125,0.002580483145
20601.5625,0.004481574822
20625,0.01094894365
20648.4375,0.001348871955
20671.875,0.002951556781
20695.3125,0.007896724718
20718.75,0.007734235465
20742.1875,0.008578132811
20765.625,0.008010296717
20789.0625,0.002123883775
20812.5,0.005900921312
20835.9375,0.005208948625
20859.375,0.008074610782
20882.8125,0.00271283234
20906.25,0.006081139004
20929.6875,0.006622685596
20953.125,0.005036890676
20976.5625,0.005386168103
21000,0.008603652625
21023.4375,0.002165917108
21046.875,0.009889634348
21070.3125,0.01361626906
21093.75,0.008158716381
21117.1875,0.004102048408
21140.625,0.003614462342
21164.0625,0.003272488191
21187.5,0.01263556831
21210.9375,0.005993282705
21234.375,0.001642219123
21257.8125,0.01724746394
21281.25,0.004151663101
21304.6875,0.008146493969
21328.125,0.002406479456
21351.5625,0.01360570794
21375,0.008987198852
21398.4375,0.005360305345
21421.875,0.007016287741
21445.3125,0.01532184036
21468.75,0.007190133045
21492.1875,0.002016833173
21515.625,0.004997937906
21539.0625,0.008730693416
21562.5,0.01320403412
21585.9375,0.004896429332
21609.375,0.01206404909
21632.8125,0.01059637916
21656.25,0.01077217823
21679.6875,0.005639756014
21703.125,0.01248885521
21726.5625,0.01356644263
21750,0.002938857842
21773.4375,0.01275786238
21796.875,0.01474156538
21820.3125,0.01631010717
21843.75,0.004264409915
21867.1875,0.00561542027
21890.625,0.01461756519
21914.0625,0.01611149423
21937.5,0.01179391126
21960.9375,0.02291426367
21984.375,0.02476881767
22007.8125,0.002050438312
22031.25,0.01395870232
22054.6875,0.01660051243
22078.125,0.006737970972
22101.5625,0.02420081424
22125,0.01216511497
22148.4375,0.01124974724
22171.875,0.0130047556
22195.3125,0.01736345616
22218.75,0.00686028207
22242.1875,0.009941430546
22265.625,0.004901589994
22289.0625,0.007834678807
22312.5,0.01283506146
22335.9375,0.01702699306
22359.375,0.007917754744
22382.8125,0.005617014759
22406.25,0.01551805156
22429.6875,0.01457749562
22453.125,0.01078791552
22476.5625,0.005832563837
22500,0.007439549734
22523.4375,0.006841923133
22546.875,0.003889128663
22570.3125,0.006570343361
22593.75,0.00655004698
22617.1875,0.004877821598
22640.625,0.01838400672
22664.0625,0.001188263845
22687.5,0.004692714213
22710.9375,0.001727677397
22734.375,0.007024303826
22757.8125,0.003140886942
22781.25,0.009370537258
22804.6875,0.004222602471
22828.125,0.001043800027
22851.5625,0.004496534667
22875,0.003689514927
22898.4375,0.003763531126
22921.875,0.007819124844
22945.3125,0.007659177249
22968.75,0.0038198368
22992.1875,0.006190168321
23015.625,0.004589718092
23039.0625,0.001557154324
23062.5,0.009285387787
23085.9375,0.004041260733
23109.375,0.01088317311
23132.8125,0.003342387293
23156.25,0.002873392739
23179.6875,0.004449568281
23203.125,0.007104606633
23226.5625,0.00279487026
23250,0.002320472235
23273.4375,0.004495796359
23296.875,0.007761988726
23320.3125,0.003226590454
23343.75,0.004903576576
23367.1875,0.003196271041
23390.625,0.00489405582
23414.0625,0.004442048074
23437.5,0.003289588617
23460.9375,0.005545375417
23484.375,0.003772075166
23507.8125,0.006461802949
23531.25,0.004225124381
23554.6875,0.005316071566
23578.125,0.00821263825
23601.5625,0.005058752992
23625,0.01022971903
23648.4375,0.006316206362
23671.875,0.00297723184
23695.3125,0.001971792073
23718.75,0.003172310784
23742.1875,0.007859031081
23765.625,0.0005383192449
23789.0625,0.001604958805
23812.5,0.002759262984
23835.9375,0.0008494766327
23859.375,0.0005955937801
23882.8125,0.002446626648
23906.25,0.00113158759
23929.6875,0.003810810115
23953.125,0.003443037173
23976.5625,0.001225617671
